Loading complete
-71	-53.6775

0	15.7627
-71	-55.2373

0	13.8961
-71	-57.1039

0	11.759
-71	-59.241

0	9.39309
-71	-61.6069

0	6.84434
-71	-64.1557

0	4.16235
-71	-66.8376

0	1.39934
-71	-69.6007

0	-1.3909
-71	-72.3909

0	-4.15407
-71	-75.1541

0	-6.83639
-71	-77.8364

0	-9.38564
-71	-80.3856

0	-11.7522
-71	-82.7522

0	-13.89
-71	-84.89

0	-15.7575
-71	-86.7575

0	-17.3183
-71	-88.3183

0	-18.542
-71	-89.542

0	-19.4048
-71	-90.4048

0	-19.89
-71	-90.89

0	-19.988
-71	-90.988

0	-19.6969
-71	-90.6969

0	-19.0225
-71	-90.0225

0	-17.9779
-71	-88.9779

0	-16.5833
-71	-87.5833

0	-14.866
-71	-85.866

0	-12.8593
-71	-83.8593

0	-10.6023
-71	-81.6023

0	-8.13895
-71	-79.139

0	-5.51724
-71	-76.5172

0	-2.7881
-71	-73.7881

0	-0.0047032
-71	-71.0047

0	2.77879
-71	-68.2212

0	5.5082
-71	-65.4918

0	8.13039
-71	-62.8696

0	10.5943
-71	-60.4057

0	12.8521
-71	-58.1479

0	14.8597
-71	-56.1403

0	16.5781
-71	-54.4219

0	17.9738
-71	-53.0262

0	19.0196
-71	-51.9804

0	19.6953
-71	-51.3047

Deleting images in Factory
deleting HUD/okay
deleting HUD/over
deleting HUD/overlay
deleting HUD/warn
deleting starfield
deleting starfog
deleting starfront
deleting behemoth
deleting player
deleting reticle
deleting seeker
Terminating program
