Loading complete
0	2.78344
-71	-68.2166

0	5.51271
-71	-65.4873

0	8.13468
-71	-62.8653

0	10.5983
-71	-60.4017

0	12.8557
-71	-58.1443

0	14.8628
-71	-56.1372

0	16.5807
-71	-54.4193

0	17.9758
-71	-53.0242

0	19.0211
-71	-51.9789

0	19.6961
-71	-51.3039

0	19.9878
-71	-51.0122

0	19.8905
-71	-51.1095

0	19.406
-71	-51.594

0	18.5438
-71	-52.4562

0	17.3207
-71	-53.6793

0	15.7604
-71	-55.2396

0	13.8934
-71	-57.1066

0	11.756
-71	-59.244

0	9.38978
-71	-61.6102

0	6.84079
-71	-64.1592

0	4.15866
-71	-66.8413

0	1.39559
-71	-69.6044

0	-1.39465
-71	-72.3947

0	-4.15774
-71	-75.1577

0	-6.83991
-71	-77.8399

0	-9.38895
-71	-80.3889

0	-11.7552
-71	-82.7552

0	-13.8927
-71	-84.8927

0	-15.7598
-71	-86.7598

0	-17.3202
-71	-88.3202

0	-18.5434
-71	-89.5434

0	-19.4058
-71	-90.4058

0	-19.8904
-71	-90.8904

0	-19.9878
-71	-90.9878

0	-19.6963
-71	-90.6963

0	-19.0214
-71	-90.0214

0	-17.9762
-71	-88.9762

0	-16.5812
-71	-87.5812

0	-14.8634
-71	-85.8634

0	-12.8564
-71	-83.8564

0	-10.5991
-71	-81.5991

0	-8.13553
-71	-79.1355

0	-5.51361
-71	-76.5136

0	-2.78437
-71	-73.7844

0	-0.000940641
-71	-71.0009

0	2.78252
-71	-68.2175

0	5.5118
-71	-65.4882

0	8.13381
-71	-62.8662

0	10.5975
-71	-60.4025

0	12.8549
-71	-58.1451

0	14.8622
-71	-56.1378

0	16.5801
-71	-54.4199

0	17.9754
-71	-53.0246

0	19.0208
-71	-51.9792

0	19.696
-71	-51.304

0	19.9878
-71	-51.0122

0	19.8906
-71	-51.1094

0	19.4062
-71	-51.5938

0	18.5441
-71	-52.4559

0	17.3211
-71	-53.6789

0	15.761
-71	-55.239

0	13.8941
-71	-57.1059

0	11.7568
-71	-59.2432

0	9.39061
-71	-61.6094

0	6.84167
-71	-64.1583

0	4.15959
-71	-66.8404

0	1.39653
-71	-69.6035

0	-1.39371
-71	-72.3937

0	-4.15683
-71	-75.1568

0	-6.83902
-71	-77.839

0	-9.38812
-71	-80.3881

0	-11.7545
-71	-82.7545

0	-13.8921
-71	-84.8921

0	-15.7593
-71	-86.7593

0	-17.3197
-71	-88.3197

0	-18.5431
-71	-89.5431

0	-19.4055
-71	-90.4055

0	-19.8903
-71	-90.8903

0	-19.9879
-71	-90.9879

0	-19.6964
-71	-90.6964

0	-19.0217
-71	-90.0217

0	-17.9766
-71	-88.9766

0	-16.5817
-71	-87.5817

0	-14.8641
-71	-85.8641

0	-12.8571
-71	-83.8571

0	-10.5999
-71	-81.5999

0	-8.13639
-71	-79.1364

0	-5.51451
-71	-76.5145

0	-2.78531
-71	-73.7853

0	-0.00188128
-71	-71.0019

0	2.78158
-71	-68.2184

0	5.51091
-71	-65.4891

0	8.13295
-71	-62.867

0	10.5967
-71	-60.4033

0	12.8542
-71	-58.1458

0	14.8615
-71	-56.1385

0	16.5796
-71	-54.4204

0	17.975
-71	-53.025

0	19.0205
-71	-51.9795

0	19.6958
-71	-51.3042

0	19.9877
-71	-51.0123

0	19.8907
-71	-51.1093

0	19.4064
-71	-51.5936

0	18.5445
-71	-52.4555

0	17.3216
-71	-53.6784

0	15.7616
-71	-55.2384

0	13.8948
-71	-57.1052

0	11.7575
-71	-59.2425

0	9.39144
-71	-61.6086

0	6.84256
-71	-64.1574

0	4.16049
-71	-66.8395

0	1.39747
-71	-69.6025

0	-1.39278
-71	-72.3928

0	-4.15591
-71	-75.1559

0	-6.83816
-71	-77.8382

0	-9.38731
-71	-80.3873

0	-11.7537
-71	-82.7537

0	-13.8914
-71	-84.8914

0	-15.7587
-71	-86.7587

0	-17.3193
-71	-88.3193

0	-18.5427
-71	-89.5427

0	-19.4053
-71	-90.4053

0	-19.8902
-71	-90.8902

0	-19.9879
-71	-90.9879

0	-19.6966
-71	-90.6966

0	-19.0219
-71	-90.0219

0	-17.977
-71	-88.977

0	-16.5822
-71	-87.5822

0	-14.8647
-71	-85.8647

0	-12.8578
-71	-83.8578

0	-10.6007
-71	-81.6007

0	-8.13727
-71	-79.1373

0	-5.51543
-71	-76.5154

0	-2.78624
-71	-73.7862

0	-0.00282192
-71	-71.0028

0	2.78065
-71	-68.2193

0	5.51
-71	-65.49

0	8.13211
-71	-62.8679

0	10.5959
-71	-60.4041

0	12.8535
-71	-58.1465

0	14.8609
-71	-56.1391

0	16.5791
-71	-54.4209

0	17.9746
-71	-53.0254

0	19.0202
-71	-51.9798

0	19.6956
-71	-51.3044

0	19.9877
-71	-51.0123

0	19.8908
-71	-51.1092

0	19.4067
-71	-51.5933

0	18.5448
-71	-52.4552

0	17.3221
-71	-53.6779

0	15.7622
-71	-55.2378

0	13.8954
-71	-57.1046

0	11.7583
-71	-59.2417

0	9.39226
-71	-61.6077

0	6.84346
-71	-64.1565

0	4.16143
-71	-66.8386

0	1.39841
-71	-69.6016

0	-1.39184
-71	-72.3918

0	-4.15499
-71	-75.155

0	-6.83727
-71	-77.8373

0	-9.38647
-71	-80.3865

0	-11.753
-71	-82.753

0	-13.8907
-71	-84.8907

0	-15.7581
-71	-86.7581

0	-17.3188
-71	-88.3188

0	-18.5424
-71	-89.5424

0	-19.4051
-71	-90.4051

0	-19.8901
-71	-90.8901

0	-19.9879
-71	-90.9879

0	-19.6968
-71	-90.6968

0	-19.0222
-71	-90.0222

0	-17.9775
-71	-88.9775

0	-16.5828
-71	-87.5828

0	-14.8653
-71	-85.8653

0	-12.8585
-71	-83.8585

0	-10.6015
-71	-81.6015

0	-8.13813
-71	-79.1381

0	-5.51633
-71	-76.5163

0	-2.78717
-71	-73.7872

0	-0.00376256
-71	-71.0038

0	2.77972
-71	-68.2203

0	5.5091
-71	-65.4909

0	8.13125
-71	-62.8687

0	10.5951
-71	-60.4049

0	12.8528
-71	-58.1472

0	14.8603
-71	-56.1397

0	16.5786
-71	-54.4214

0	17.9742
-71	-53.0258

0	19.0199
-71	-51.9801

0	19.6955
-71	-51.3045

0	19.9877
-71	-51.0123

0	19.8909
-71	-51.1091

0	19.4069
-71	-51.5931

0	18.5452
-71	-52.4548

0	17.3225
